"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"deoxyharringtonine","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005317","TCMol22473","Deoxyharringtonine","39.2744398817","515.660","0.8116","285342","WRCBXHDQHPUVHW-QKBZBAIHSA-N","Deoxyharringtonine","Deoxyharringtonine","CC(C)CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O",1.9,NA,NA,NA,NA,NA,NA,"C28H37NO8","Deoxyharringtonine","RPL3"
"dianthramine","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005318","TCMol22474","Dianthramine","40.446411869","289.260","0.19676","441562",NA,"Dianthramine;NA","Dianthramine",NA,NA,NA,NA,NA,"C08478",NA,NA,"C14H11NO6","Dianthramine","DHRS4;CHUK;AKR1C1;AKR1C2;ALOX12;ALOX5;ALOX5AP;ALOX15B;PLA2G2E;HSD17B2;APOA2;IKBKB;NOS2;PPARG;PTGS1;PTGS2;SLC6A4"
"diop","Panax Ginseng C. A. Mey.","人参","Renshen","MOL002879","TCMol22407","Diop","43.5933254731","390.620","0.39247","395120",NA,"Diop;NA","Diop",NA,NA,NA,NA,NA,NA,NA,NA,"C31H32O2P2","Diop",NA
"ditertbutyl phthalate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005319","TCMol22475","Ditertbutyl phthalate","43.6686735211","278.380","0.12938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elemicin","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000269","TCMol22406","Elemicin","21.94067579","208.280","0.060865","10248","BPLQKQKXWHCZSS-UHFFFAOYSA-N","1,2,3-trimethoxy-5-(prop-2-en-1-yl)benzene;Elemicin","Elemicin","COC1=CC(=CC(=C1OC)OC)CC=C",2.5,NA,NA,NA,"C10451","C10451","HMDB0033778","C12H16O3","Elemicin","TRPV3;DHFR;TRDMT1;ESR1;ESR2;HTR2A;HTR2B;HTR2C;HTR4;AR;PDE4A;CACNA1A;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;TNFSF11;CACNA1G"
"epsilon-cadinene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL004174","TCMol22417","epsilon-Cadinene","16.4104314754","204.390","0.077488","12302130","NOLWRMQDWRAODO-KKUMJFAQSA-N","epsilon-Cadinene","epsilon-Cadinene","CC(C)C1CCC(=C)C2C1CC(=C)CC2",4.5,NA,NA,NA,NA,NA,NA,"C15H24","epsilon-Cadinene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"folinic acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL003845","TCMol22414","Folinic acid","23.6004345707","473.500","0.74014","135403648","VVIAGPKUTFNRDU-ABLWVSNPSA-N","5-formyltetrahydrofolic acid;Folinic acid;Leucovorin","Folinic acid","C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O",-1.2,NA,NA,NA,"D07986",NA,NA,"C20H23N7O7","Folinic acid",NA
"folinic acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL003845","TCMol22414","Folinic acid","23.6004345707","473.500","0.74014","135403648","VVIAGPKUTFNRDU-ABLWVSNPSA-N","5-formyltetrahydrofolic acid;Folinic acid;Leucovorin","Folinic acid","C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O",-1.2,NA,NA,NA,"D07986",NA,NA,"C20H23N7O7","folinic acid",NA
"frutinone a","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005321","TCMol22477","Frutinone A","65.9037307039","264.240","0.34184","441965",NA,"Frutinone A;NA","Frutinone A",NA,NA,NA,NA,NA,"C09008",NA,NA,"C16H8O4","Frutinone A","CYP1B1;ESRRA;ESRRB;BACH1"
"fumarine","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000787","TCMol22566","Fumarine","59.26250457763672","353.400","0.82694","4970","GPTFURBXHJWNHR-UHFFFAOYSA-N","15-methyl-7,9,19,21-tetraoxa-15-azapentacyclo[15.7.0.0⁴,¹².0⁶,¹⁰.0¹⁸,²²]tetracosa-1(17),4(12),5,10,18(22),23-hexaen-3-one;Fumarine;protopin;Protopin;Protopine","Protopine","CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3",2.8,NA,NA,NA,"C05189","C05189","HMDB0003920","C20H19NO5","Fumarine","BCL2;MCL1;CDK1;DRD2"
"gamma-selinene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005322","TCMol22478","Gamma-Selinene","22.5808351383","204.390","0.08087","521334","RMZHSBMIZBMVMN-UHFFFAOYSA-N","4a-methyl-1-methylidene-7-(propan-2-ylidene)-decahydronaphthalene;Gamma-Selinene","g-Selinene","CC(=C1CCC2(CCCC(=C)C2C1)C)C",4.7,NA,NA,NA,NA,NA,"HMDB0038118","C15H24","gamma-Selinene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"gamma-selinene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005322","TCMol22478","Gamma-Selinene","22.5808351383","204.390","0.08087","521334","RMZHSBMIZBMVMN-UHFFFAOYSA-N","4a-methyl-1-methylidene-7-(propan-2-ylidene)-decahydronaphthalene;Gamma-Selinene","g-Selinene","CC(=C1CCC2(CCCC(=C)C2C1)C)C",4.7,NA,NA,NA,NA,NA,"HMDB0038118","C15H24","Gamma-Selinene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"gamma-selinene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005322","TCMol22478","Gamma-Selinene","22.5808351383","204.390","0.08087","10655819","RMZHSBMIZBMVMN-LSDHHAIUSA-N","Gamma-Selinene;Selina-4(15),7(11)-diene","Gamma-Selinene","CC(=C1CCC2(CCCC(=C)C2C1)C)C",4.7,NA,NA,NA,"C21707",NA,NA,"C15H24","Gamma-Selinene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"gamma-selinene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005322","TCMol22478","Gamma-Selinene","22.5808351383","204.390","0.08087","10655819","RMZHSBMIZBMVMN-LSDHHAIUSA-N","Gamma-Selinene;Selina-4(15),7(11)-diene","Gamma-Selinene","CC(=C1CCC2(CCCC(=C)C2C1)C)C",4.7,NA,NA,NA,"C21707",NA,NA,"C15H24","gamma-Selinene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"ginsenoside la","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005323","TCMol22479","ginsenoside La","17.7374016335","783.120","0.13863","130009","VOUCMBDNXOKLCQ-YATHHJDDSA-N","ginsenoside la;Ginsenoside La","ginsenoside la","CC(=CC1CC(C2CCC3(C2C(O1)CC4C3CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C)(C)OC7C(C(C(C(O7)CO)O)O)O)C",3.5,NA,NA,NA,NA,NA,NA,"C41H68O13","ginsenoside la",NA
"ginsenoside la","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005323","TCMol22479","ginsenoside La","17.7374016335","783.120","0.13863","130009","VOUCMBDNXOKLCQ-YATHHJDDSA-N","ginsenoside la;Ginsenoside La","ginsenoside la","CC(=CC1CC(C2CCC3(C2C(O1)CC4C3CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C)(C)OC7C(C(C(C(O7)CO)O)O)O)C",3.5,NA,NA,NA,NA,NA,NA,"C41H68O13","Ginsenoside La",NA
"ginsenoside la_qt","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005324","TCMol22480","ginsenoside La_qt","15.7029048812","458.800","0.77942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ginsenoside rb1","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005331","TCMol22487","ginsenoside Rb1","6.23632873437","1109.460","0.038125","9898279","GZYPWOGIYAIIPV-JBDTYSNRSA-N","Ginsenoside Rb1;Ginsenoside-Rb1","Ginsenoside Rb1","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C",0.3,NA,NA,NA,"C20713",NA,NA,"C54H92O23","Ginsenoside Rb1","GSK3B;IRAK1;FN1;NGF;NLRP3;CDK5;TOP1;TOP2A;PRKAB1"
"ginsenoside rb1","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005331","TCMol22487","ginsenoside Rb1","6.23632873437","1109.460","0.038125","9898279","GZYPWOGIYAIIPV-JBDTYSNRSA-N","Ginsenoside Rb1;Ginsenoside-Rb1","Ginsenoside Rb1","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C",0.3,NA,NA,NA,"C20713",NA,NA,"C54H92O23","Ginsenoside rb1","GSK3B;IRAK1;FN1;NGF;NLRP3;CDK5;TOP1;TOP2A;PRKAB1"
"ginsenoside re","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005338","TCMol22494","Ginsenoside Re","4.27272557289","947.300","0.12287","441921","PWAOOJDMFUQOKB-WCZZMFLVSA-N","Ginsenoside B2;Ginsenoside Re","Ginsenoside Re","CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O",1.6,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","C08944",NA,NA,"C48H82O18","Ginsenoside Re","BAX;BCL2;SLC2A4;TOP1;TOP2A"
"ginsenoside rf","Panax Ginseng C. A. Mey.","人参","Renshen","MOL011400","TCMol22495","ginsenoside rf","17.7410777833","801.140","0.24146","441922","UZIOUZHBUYLDHW-XUBRWZAZSA-N","ginsenoside rf;Ginsenoside Rf;Ginsenoside-Rf","Ginsenoside Rf","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C",2.7,NA,NA,NA,"C08945",NA,NA,"C42H72O14","ginsenoside rf","IFNG;NTRK2"
"ginsenoside rf","Panax Ginseng C. A. Mey.","人参","Renshen","MOL011400","TCMol22495","ginsenoside rf","17.7410777833","801.140","0.24146","441922","UZIOUZHBUYLDHW-XUBRWZAZSA-N","ginsenoside rf;Ginsenoside Rf;Ginsenoside-Rf","Ginsenoside Rf","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C",2.7,NA,NA,NA,"C08945",NA,NA,"C42H72O14","Ginsenoside Rf","IFNG;NTRK2"
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","72985464","NJUXRKMKOFXMRX-UHFFFAOYSA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","11550001","NJUXRKMKOFXMRX-RNCAKNGISA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,NA,NA,NA,NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","131884587","NJUXRKMKOFXMRX-MHOSXIPRSA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides",NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","168314312","NJUXRKMKOFXMRX-DYHIPAGUSA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,NA,NA,NA,NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","102594524","NJUXRKMKOFXMRX-SSDVNMTOSA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,NA,NA,NA,NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","11499199","NJUXRKMKOFXMRX-OOFHPJNRSA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides",NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","44416768","NJUXRKMKOFXMRX-FVKFZLIDSA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,NA,NA,NA,NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","59806994","NJUXRKMKOFXMRX-JJFYIABZSA-N","2-{[4,5-dihydroxy-2-({16-hydroxy-2,6,6,10,11-pentamethyl-14-[(2Z)-6-methylhepta-2,5-dien-2-yl]tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl}oxy)-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol;Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,"HMDB0031830","C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005400","TCMol22556","ginsenoside Rg5","6.147407463","767.120","0.22766","168011734","NJUXRKMKOFXMRX-SEPCTGPUSA-N","Ginsenoside Rg5","Ginsenoside Rg5","CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)C",5.4,NA,NA,NA,NA,NA,NA,"C42H70O12","Ginsenoside Rg5",NA
"ginsenoside rg5_qt","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005401","TCMol22557","ginsenoside Rg5_qt","39.5630714166","442.800","0.78506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","122173163","CKUVNOCSBYYHIS-VGRVFOSMSA-N","Ginsenoside Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,NA,NA,NA,"C36H62O8","Ginsenoside Rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","119307","CKUVNOCSBYYHIS-IRFFNABBSA-N","20(S)-Ginsenoside Rh2;ginsenoside rh2;Ginsenoside Rh2","20(S)-Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","C22128",NA,NA,"C36H62O8","ginsenoside rh2","CASP1;BAX;EGFR;IL1B;CASP3;NFE2L2;AKT1;AKR1B1"
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","91668381","CKUVNOCSBYYHIS-MHRQTNKUSA-N","(S)-Ginsenoside Rh2;ginsenoside rh2;Ginsenoside Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","ginsenoside rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","119307","CKUVNOCSBYYHIS-IRFFNABBSA-N","20(S)-Ginsenoside Rh2;ginsenoside rh2;Ginsenoside Rh2","20(S)-Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","C22128",NA,NA,"C36H62O8","Ginsenoside Rh2","CASP1;BAX;EGFR;IL1B;CASP3;NFE2L2;AKT1;AKR1B1"
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","51340243","CKUVNOCSBYYHIS-FJSBSAJOSA-N","2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol;ginsenoside rh2;Ginsenoside Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","Ginsenoside Rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","134688679","CKUVNOCSBYYHIS-OROGYBKRSA-N","(2R,3R,4S,5S,6R)-2-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-17-((S)-2-hydroxy-6-methylhept-5-en-2-yl)-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol;ginsenoside rh2;Ginsenoside Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","Ginsenoside Rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","404133","CKUVNOCSBYYHIS-GCAZOTEOSA-N","2-[[(3S,8R,9R,10R,12R,14R,17S)-12-hydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol;ginsenoside rh2;Ginsenoside Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","Ginsenoside Rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","14081290","CKUVNOCSBYYHIS-UHFFFAOYSA-N","(20R)-Ginsenoside Rh2;2-{[16-hydroxy-14-(2-hydroxy-6-methylhept-5-en-2-yl)-2,6,6,10,11-pentamethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol;ginsenoside rh2;Ginsenoside Rh2;Ginsenoside Rh2 (S-FORM)","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,"HMDB0039544","C36H62O8","ginsenoside rh2","PIGU;KDR;FASN;FAS;CASP8;CASP9;TNFRSF1A;TP53;BAK1;NFKB1;BAX;BCL2"
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","129316844","CKUVNOCSBYYHIS-ABACPQCKSA-N","20(S)-Ginsenoside Rh2;20(S)-Rh2;ginsenoside rh2;Ginsenoside Rh2;Ginsenoside-Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","Ginsenoside Rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","129316844","CKUVNOCSBYYHIS-ABACPQCKSA-N","20(S)-Ginsenoside Rh2;20(S)-Rh2;ginsenoside rh2;Ginsenoside Rh2;Ginsenoside-Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","ginsenoside rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","51340243","CKUVNOCSBYYHIS-FJSBSAJOSA-N","2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol;ginsenoside rh2;Ginsenoside Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","ginsenoside rh2",NA
"ginsenoside rh2","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005344","TCMol22500","ginsenoside rh2","36.31951162","622.980","0.55868","91668381","CKUVNOCSBYYHIS-MHRQTNKUSA-N","(S)-Ginsenoside Rh2;ginsenoside rh2;Ginsenoside Rh2","Ginsenoside Rh2","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C",5.6,NA,NA,NA,"C22128",NA,NA,"C36H62O8","Ginsenoside Rh2",NA
