"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"oleic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000675","TCMol28305","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"Oleic Acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"oleic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000675","TCMol28305","oleic acid","33.12836481","282.520","0.14243","445639","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","(9Z)-9-octadecenoic acid;(9Z)-octadec-9-enoic acid;9-Octadecenoic acid;octadec-9-enoic acid;oleic acid;Oleic acid;Oleic Acid","Oleic acid","CCCCCCCCC=CCCCCCCCC(=O)O",6.5,NA,NA,NA,"C00712;D02315",NA,NA,NA,"oleic acid","SLC2A2;AQP3;CETP;PPARG;PDX1;GCG;NTRK2;GLP1R;BDNF;MMP3;STAT5A;INS;PPARD;AQP9;NOS2;FABP5;HMGCR;CCK;LALBA;SERPINE1;STAT5B;BCL2;GAP43;DNPEP;PAM;MPO;EDN1;CRP;PPARA;PLG;ERBB2;UCP2;MSI1;RBP2;MMP13;PRSS1;UCP3;SOAT1;FABP1;PON1;GPHN;PARK7;CHRNA7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP2C19;CYP2C8;CYP2C9;CYP2C18;CYP26A1;PHOSPHO1;ALDH1A1;F12;FABP6;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;CLEC4E;PLA2G2D;GATM;TRAPPC3;HPGDS;FFAR1;OBP2A;HBA1;HBA2;HNF4G;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;ACHE;MYC;OPRL1;PAEP;PCYT1A;AHSP;PDK4;PLD1;PLD2;PMP2;POLB;EGLN1;CKMT1A;ELOVL2;PPP2R4;PPT1;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;BCHE;RARA;RARB;RARG;RARRES1;RBP4;RHO;ELOVL5;RORA;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;VDR;TRPV1;YY1;NEIL1;ALDH1A2;CHRFAM7A;GPRC5A;NFS1;FADS2;PCYT1B;NR1I3;NR1H4;FAAH;BCL2L11;Soat1;Fabp1;LOX1.1;TOP1;CYP19A1;F3;FABP4;PTPN1;NR4A2;SIRT6;Trpv2"
"p-coumaric acid","Prunellae Spica","夏枯草","Xiakucao","MOL000771","TCMol28321","p-coumaric acid","43.2902406442","164.170","0.039118","637542","NGSWKAQJJWESNS-ZZXKWVIFSA-N","(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid;3-(4-hydroxyphenyl)prop-2-enoic acid;3-(4-HYDROXYPHENYL)PROP-2-ENOIC ACID;4-Coumaric acid;4-Hydroxycinnamate;4-Hydroxycinnamic acid;p-coumaric acid;p-Coumaric acid;p-Hydroxy-cinnamic acid;trans-4-Coumaric acid;trans-p-Hydroxycinnamic acid","4-COUMARATE","C1=CC(=CC=C1C=CC(=O)O)O",1.5,"Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","C00811",NA,NA,"C9H8O3","p-Coumaric acid","MYC;NOS3;PTPN1;BACE1;CCL16;TYR;MMP9;IFNG;TNF;TPMT;PPO2;CA12;AKR1B10;EGFR;CA1;CA2;ESR1;MAL62;CA3;AKR1B1;CA4;CA6;CA5A;CA7;MAL12;XDH;mtcA1;mtcA2;CA9;HCAR2;ESR2;Ca13;CA14;CAMK2A;CA5B"
"p-coumaric acid","Prunellae Spica","夏枯草","Xiakucao","MOL000771","TCMol28321","p-coumaric acid","43.2902406442","164.170","0.039118","637542","NGSWKAQJJWESNS-ZZXKWVIFSA-N","(2E)-3-(4-hydroxyphenyl)prop-2-enoic acid;3-(4-hydroxyphenyl)prop-2-enoic acid;3-(4-HYDROXYPHENYL)PROP-2-ENOIC ACID;4-Coumaric acid;4-Hydroxycinnamate;4-Hydroxycinnamic acid;p-coumaric acid;p-Coumaric acid;p-Hydroxy-cinnamic acid;trans-4-Coumaric acid;trans-p-Hydroxycinnamic acid","4-COUMARATE","C1=CC(=CC=C1C=CC(=O)O)O",1.5,"Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","C00811",NA,NA,"C9H8O3","p-coumaric acid","MYC;NOS3;PTPN1;BACE1;CCL16;TYR;MMP9;IFNG;TNF;TPMT;PPO2;CA12;AKR1B10;EGFR;CA1;CA2;ESR1;MAL62;CA3;AKR1B1;CA4;CA6;CA5A;CA7;MAL12;XDH;mtcA1;mtcA2;CA9;HCAR2;ESR2;Ca13;CA14;CAMK2A;CA5B"
"palmitic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000069","TCMol28318","palmitic acid","19.2965647018","256.480","0.098573","985","IPCSVZSSVZVIGE-UHFFFAOYSA-N","hexadecanoic acid;palmitic acid;Palmitic acid;Palmitic Acid","Palmitic acid","CCCCCCCCCCCCCCCC(=O)O",6.4,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C00249;D05341",NA,NA,NA,"palmitic acid","PAEP;PPT1;PMP2;RHO;TRAPPC3;PPARA;HNF4G;LALBA;CYP2C8;APOM;IDE;GUCA2A;CRTC2;YWHAZ;TLR2;ABHD15;IL10;IL1A;PTEN;TNF;BCL2;A1BG;TRAPPC3L;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;OPN1MW3;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;CHRNA7;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2A6;CYP2A7;CYP2A13;CYP2B6;CYP2C19;CYP2C9;CYP2C18;CYP2E1;CYP2F1;PHOSPHO1;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP4;FABP3;FABP5;FABP6;FABP7;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;CLEC4E;PLA2G2D;GAPDHS;OPN1MW;B4GALT1;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;CYP2S1;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LCN2;LTF;ADAM11;MDM2;MGMT;ACHE;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;PCYT1A;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PLD1;PLD2;ATP7B;POLB;PON1;PON3;EGLN1;PPARD;PPARG;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;BCHE;OPN1LW;RORA;OPN1SW;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;FABP9;FABP12;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;OPN1MW2;TYR;TYRP1;C8A;C8B;C8G;UTRN;VDR;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;CHRFAM7A;NFS1;CER1;SLIT2;COX5A;OPN4;PCYT1B;HDAC9;HDAC4;NR1I3;NR1H4;CCS;ache;PTGS1;FABP2;PTPN1;PTGS2;Trpv2"
"palmitic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000069","TCMol28318","palmitic acid","19.2965647018","256.480","0.098573","985","IPCSVZSSVZVIGE-UHFFFAOYSA-N","hexadecanoic acid;palmitic acid;Palmitic acid;Palmitic Acid","Palmitic acid","CCCCCCCCCCCCCCCC(=O)O",6.4,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C00249;D05341",NA,NA,NA,"Palmitic Acid","PAEP;PPT1;PMP2;RHO;TRAPPC3;PPARA;HNF4G;LALBA;CYP2C8;APOM;IDE;GUCA2A;CRTC2;YWHAZ;TLR2;ABHD15;IL10;IL1A;PTEN;TNF;BCL2;A1BG;TRAPPC3L;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;OPN1MW3;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;CHRNA7;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2A6;CYP2A7;CYP2A13;CYP2B6;CYP2C19;CYP2C9;CYP2C18;CYP2E1;CYP2F1;PHOSPHO1;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP4;FABP3;FABP5;FABP6;FABP7;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;CLEC4E;PLA2G2D;GAPDHS;OPN1MW;B4GALT1;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;CYP2S1;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LCN2;LTF;ADAM11;MDM2;MGMT;ACHE;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;PCYT1A;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PLD1;PLD2;ATP7B;POLB;PON1;PON3;EGLN1;PPARD;PPARG;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;BCHE;OPN1LW;RORA;OPN1SW;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;FABP9;FABP12;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;OPN1MW2;TYR;TYRP1;C8A;C8B;C8G;UTRN;VDR;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;CHRFAM7A;NFS1;CER1;SLIT2;COX5A;OPN4;PCYT1B;HDAC9;HDAC4;NR1I3;NR1H4;CCS;ache;PTGS1;FABP2;PTPN1;PTGS2;Trpv2"
"palmitic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000069","TCMol28318","palmitic acid","19.2965647018","256.480","0.098573","985","IPCSVZSSVZVIGE-UHFFFAOYSA-N","hexadecanoic acid;palmitic acid;Palmitic acid;Palmitic Acid","Palmitic acid","CCCCCCCCCCCCCCCC(=O)O",6.4,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C00249;D05341",NA,NA,NA,"Palmitic acid","PAEP;PPT1;PMP2;RHO;TRAPPC3;PPARA;HNF4G;LALBA;CYP2C8;APOM;IDE;GUCA2A;CRTC2;YWHAZ;TLR2;ABHD15;IL10;IL1A;PTEN;TNF;BCL2;A1BG;TRAPPC3L;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;OPN1MW3;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;CHRNA7;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2A6;CYP2A7;CYP2A13;CYP2B6;CYP2C19;CYP2C9;CYP2C18;CYP2E1;CYP2F1;PHOSPHO1;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP4;FABP3;FABP5;FABP6;FABP7;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;CLEC4E;PLA2G2D;GAPDHS;OPN1MW;B4GALT1;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;CYP2S1;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LCN2;LTF;ADAM11;MDM2;MGMT;ACHE;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;PCYT1A;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PLD1;PLD2;ATP7B;POLB;PON1;PON3;EGLN1;PPARD;PPARG;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;BCHE;OPN1LW;RORA;OPN1SW;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;FABP9;FABP12;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;OPN1MW2;TYR;TYRP1;C8A;C8B;C8G;UTRN;VDR;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;CHRFAM7A;NFS1;CER1;SLIT2;COX5A;OPN4;PCYT1B;HDAC9;HDAC4;NR1I3;NR1H4;CCS;ache;PTGS1;FABP2;PTPN1;PTGS2;Trpv2"
"palmitic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000069","TCMol28318","palmitic acid","19.2965647018","256.480","0.098573","10459","QQHJDPROMQRDLA-UHFFFAOYSA-N","hexadecanedioic acid;Hexadecanedioic acid;Thapsic acid","Hexadecanedioic acid","C(CCCCCCCC(=O)O)CCCCCCC(=O)O",5.4,NA,NA,NA,"C19615","C19615","HMDB0000672","C16H30O4","Palmitic acid","A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS"
"palmitic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000069","TCMol28318","palmitic acid","19.2965647018","256.480","0.098573","135369651","IPCSVZSSVZVIGE-UHFFFAOYSA-N","hexadecanoic acid;Palmitic acid","Palmitic acid","[H+].CCCCCCCCCCCCCCCC(=O)[O-]",NA,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C00249",NA,NA,NA,"Palmitic acid",NA
"peonidin","Prunellae Spica","夏枯草","Xiakucao","MOL006765","TCMol28308","peonidin","26.9153480393","301.290","0.27286","441773","XFDQJKDGGOEYPI-UHFFFAOYSA-O","3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium;peonidin;Peonidin","Peonidin","COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O",NA,NA,NA,NA,NA,NA,NA,NA," Peonidin","CD38"
"peonidin","Prunellae Spica","夏枯草","Xiakucao","MOL006765","TCMol28308","peonidin","26.9153480393","301.290","0.27286","441773","XFDQJKDGGOEYPI-UHFFFAOYSA-O","3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium;peonidin;Peonidin","Peonidin","COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O",NA,NA,NA,NA,NA,NA,NA,NA,"peonidin","CD38"
"peonidin","Prunellae Spica","夏枯草","Xiakucao","MOL006765","TCMol28308","peonidin","26.9153480393","301.290","0.27286","441773","XFDQJKDGGOEYPI-UHFFFAOYSA-O","3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium;peonidin;Peonidin","Peonidin","COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O",NA,NA,NA,NA,NA,NA,NA,NA,"Peonidin","CD38"
"peonin","Prunellae Spica","夏枯草","Xiakucao","MOL006764","TCMol28307","Peonin","13.7081863618","625.610","0.6915","5488811","IPVSUYLZIAYTOK-DPOJTEBASA-O","Peonidin-3,5-O-di-beta-glucopyranoside;Peonin","Peonin","COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O",NA,"Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides",NA,NA,NA,NA,"Peonin","AKR1C3;CBR1"
"peonin","Prunellae Spica","夏枯草","Xiakucao","MOL006764","TCMol28307","Peonin","13.7081863618","625.610","0.6915","44256843","IPVSUYLZIAYTOK-PPOCMUPWSA-O","Peonin","Peonin","COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,NA,"Peonin","AKR1C3;CBR1"
