"variable","relative_importance","scaled_importance","percentage"
"OTU1959_g__Longicatena",0.73022848367691,0.73022848367691,0.00526932427412441
"OTU146_g__Sphaerochaeta",0.728804230690002,0.728804230690002,0.00525904687327774
"OTU227_g__Akkermansia",0.727217972278595,0.727217972278595,0.00524760044227826
"OTU611_g__Conchiformibius",0.724705219268799,0.724705219268799,0.00522946843192072
"OTU37_g__Nitrospira",0.715899288654327,0.715899288654327,0.00516592489043978
"OTU1170_g__Xenorhabdus",0.715359032154083,0.715359032154083,0.00516202640283675
"OTU628_g__Schlegelella",0.707483112812042,0.707483112812042,0.00510519381701225
"OTU860_g__Spiribacter",0.699691474437714,0.699691474437714,0.00504896940213553
"OTU1198_g__Pluralibacter",0.696635961532593,0.696635961532593,0.00502692083969137
"OTU215_g__Coraliomargarita",0.696404039859772,0.696404039859772,0.0050252472943181
"OTU218_g__Ereboglobus",0.69612330198288,0.69612330198288,0.00502322149151467
"OTU1977_g__Novibacillus",0.695895135402679,0.695895135402679,0.00502157504286679
"OTU480_g__Sphingomonas",0.692356467247009,0.692356467247009,0.00499604003508833
"OTU1819_g__Actinotalea",0.69007408618927,0.69007408618927,0.00497957038732851
"OTU214_g__Candidatus_Rhabdochlamydia",0.686868071556091,0.686868071556091,0.00495643580533475
"OTU915_g__Saliniradius",0.6858971118927,0.6858971118927,0.00494942936633946
"OTU625_g__Caldimonas",0.685210585594177,0.685210585594177,0.00494447539676624
"OTU1971_g__Alicyclobacillus",0.673072636127472,0.673072636127472,0.00485688802761713
"OTU1240_g__Candidatus_Gullanella",0.668223083019257,0.668223083019257,0.0048218936820349
"OTU918_g__Succinivibrio",0.666378140449524,0.666378140449524,0.00480858058773036
"OTU1387_g__Flavobacterium",0.666103541851044,0.666103541851044,0.00480659908592242
"OTU570_g__Acidocella",0.62827330827713,0.62827330827713,0.00453361635171971
