"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"MF","GO:0042277","peptide binding","43/840","336/18522",0.12797619047619,2.821875,7.34557483423625,8.15574369919552e-10,1.33210480420194e-08,7.58341080802391e-09,"5468/3480/5295/5970/4792/3643/7099/7097/348/6256/6198/2944/948/1191/3949/335/43/2740/3375/2903/5021/590/6892/9536/2904/4988/23621/773/3416/2947/2902/554/7804/1139/4881/11251/774/56923/2946/2891/623/4986/4987",43
"MF","GO:0001540","amyloid-beta binding","20/840","85/18522",0.235294117647059,5.18823529411765,8.43532020475878,9.32218503284425e-10,1.49766251347334e-08,8.52589830441321e-09,"3643/7099/7097/348/948/1191/3949/335/43/3375/2903/590/2904/23621/773/2902/7804/1139/774/2891",20
"MF","GO:0061135","endopeptidase regulator activity","30/840","186/18522",0.161290322580645,3.55645161290323,7.63744181790779,1.36084930093293e-09,2.15101986276496e-08,1.22453332681571e-08,"5054/7057/331/2597/4803/351/114548/5265/718/3827/183/12/4057/6590/720/866/197/710/2/5918/3700/28234/3933/334/727/721/3698/3699/3053/3697",30
"MF","GO:0030414","peptidase inhibitor activity","29/840","176/18522",0.164772727272727,3.63323863636364,7.65036267273352,1.53637548315851e-09,2.38991741824657e-08,1.3605330093133e-08,"5054/7057/331/2597/4803/351/5265/718/3827/183/12/4057/6590/720/866/197/710/2/5918/3700/28234/3933/334/727/721/3698/3699/3053/3697",29
"MF","GO:0033218","amide binding","48/840","409/18522",0.117359413202934,2.58777506112469,7.0772021783015,1.61051089092395e-09,2.4660948017273e-08,1.40389929636463e-08,"5468/3480/5295/5970/4792/3643/7099/7097/348/6256/6198/2944/948/2194/1191/3949/335/43/2740/6716/3375/2903/5021/590/6892/9536/2904/4988/23621/773/6715/3416/2947/2902/554/7804/1139/6646/4881/11251/774/56923/2946/2891/623/51228/4986/4987",48
"MF","GO:0005178","integrin binding","27/840","157/18522",0.171974522292994,3.79203821656051,7.657409700658,2.14352053320616e-09,3.23176941929544e-08,1.83978280582877e-08,"1956/3553/6714/3791/3383/2247/2335/959/5747/6696/2670/5578/7057/7412/4067/3146/6850/4627/3685/3690/7448/5034/5764/6532/5771/11096/7402",27
"MF","GO:0001216","DNA-binding transcription activator activity","53/840","482/18522",0.109958506224066,2.42458506224066,6.9071645832212,2.32717219456143e-09,3.45549810707606e-08,1.96714715010775e-08,"7157/672/2099/4609/6774/5468/3091/367/4790/7161/3725/50943/5970/4780/1385/4088/7376/3659/1869/2078/2353/6667/860/6777/7528/1958/3172/5465/51176/1649/9971/6720/6257/51085/4929/1386/2103/1870/1051/3727/468/2002/8061/8856/9970/2104/7704/2355/10062/3297/3726/4899/3174",53
"MF","GO:0004089","carbonate dehydratase activity","9/840","15/18522",0.6,13.23,10.3278575666478,3.04470076949951e-09,4.45344291658137e-08,2.53525751427296e-08,"768/771/759/760/762/765/11238/763/761",9
"MF","GO:0003707","nuclear steroid receptor activity","11/840","25/18522",0.44,9.702,9.48952776449262,3.88942960913293e-09,5.60535443669157e-08,3.19101810037222e-08,"2099/2100/6256/5465/5467/6257/2101/2852/2103/6258/2104",11
"MF","GO:1901681","sulfur compound binding","36/840","267/18522",0.134831460674157,2.97303370786517,7.07791565090122,4.87147857176491e-09,6.89926714529857e-08,3.92761717186707e-08,"238/2260/7422/3576/2247/2335/5788/3627/348/7057/2950/4353/2944/351/7086/2147/1991/7448/3075/6403/5764/3827/4057/9353/5792/9536/7172/11096/6822/2947/5802/6646/4967/334/2946/3053",36
"MF","GO:0098960","postsynaptic neurotransmitter receptor activity","17/840","67/18522",0.253731343283582,5.59477611940299,8.21203700270009,4.92804796092755e-09,6.89926714529857e-08,3.92761717186707e-08,"2903/2561/2904/1815/2563/1139/1131/3359/116443/1812/2906/2898/2891/116444/2558/89832/2560",17
"MF","GO:0016829","lyase activity","30/840","198/18522",0.151515151515152,3.34090909090909,7.2179383374808,6.18862810222385e-09,8.54205005659067e-08,4.86282119225892e-08,"2023/3146/2194/768/4953/1545/1543/11315/952/5423/1544/771/759/2739/226/760/2235/7167/6035/5066/4881/762/252969/241/29785/765/79661/11238/763/761",30
"MF","GO:0016836","hydro-lyase activity","16/840","61/18522",0.262295081967213,5.78360655737705,8.15640767603647,8.28643381353899e-09,1.12787571350947e-07,6.42077473856092e-08,"2023/2194/768/1545/1543/11315/1544/771/759/760/762/29785/765/11238/763/761",16
"MF","GO:0005126","cytokine receptor binding","36/840","273/18522",0.131868131868132,2.90769230769231,6.92111845458584,8.84974104294348e-09,1.18804742768282e-07,6.76332047982703e-08,"7124/3569/3458/7040/356/3586/7422/3553/6772/841/3576/3558/3565/836/5295/3552/3717/6347/627/959/1437/3627/1440/4088/6850/4803/3567/3562/3718/2919/3690/4282/2920/10572/727/10193",36
"MF","GO:0004364","glutathione transferase activity","11/840","27/18522",0.407407407407407,8.98333333333333,9.04784481357342,1.04650879794589e-08,1.38591705673915e-07,7.8897533842293e-08,"2950/2944/2952/9536/2947/2938/241/2946/373156/2939/653689",11
"MF","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","51/840","476/18522",0.107142857142857,2.3625,6.56380509353302,1.12233295793208e-08,1.46651506503125e-07,8.34858200286317e-08,"7157/2099/4609/6774/5468/3091/367/4790/7161/3725/50943/5970/4780/1385/4088/7376/3659/2078/2353/6667/860/6777/7528/1958/3172/5465/51176/1649/9971/6720/6257/51085/4929/1386/2103/1870/1051/3727/468/2002/8061/8856/9970/2104/7704/2355/10062/3297/3726/4899/3174",51
"MF","GO:0004970","glutamate-gated receptor activity","9/840","17/18522",0.529411764705882,11.6735294117647,9.59608603227386,1.36206705291418e-08,1.72755767619915e-07,9.83464627696616e-08,"2185/2903/2904/2902/116443/2906/2898/2891/116444",9
"MF","GO:0036041","long-chain fatty acid binding","9/840","17/18522",0.529411764705882,11.6735294117647,9.59608603227386,1.36206705291418e-08,1.72755767619915e-07,9.83464627696616e-08,"5468/7350/5467/6279/6280/2167/2169/2170/241",9
"MF","GO:0140272","exogenous protein binding","18/840","80/18522",0.225,4.96125,7.73890298968355,1.3749948851381e-08,1.72755767619915e-07,9.83464627696616e-08,"1956/7852/213/3383/558/1803/7037/983/942/9076/3949/3685/3690/59272/1378/3416/10572/6541",18
"MF","GO:0043560","insulin receptor substrate binding","8/840","13/18522",0.615384615384615,13.5692307692308,9.8808672397873,1.81974871018891e-08,2.25740979238625e-07,1.28509902251849e-07,"5290/3480/5295/3717/3643/5580/5291/5590",8
"MF","GO:0019207","kinase regulator activity","35/840","270/18522",0.12962962962963,2.85833333333333,6.7043462378321,2.21491709147807e-08,2.71327343706064e-07,1.54461323484655e-07,"5290/207/1029/1956/595/238/1026/7422/1019/5604/2065/3558/1950/836/5295/959/857/3627/894/898/9370/4067/2322/2950/891/3315/650/6622/6789/4057/5577/197/9052/801/4504",35
"MF","GO:0042562","hormone binding","19/840","92/18522",0.206521739130435,4.55380434782609,7.44785008312453,2.44178184912344e-08,2.95425458289008e-07,1.68179906437352e-07,"7068/1956/367/3480/5295/7276/3643/6462/216/2740/2852/476/5021/1815/3416/4881/6820/152/151",19
"MF","GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","14/840","50/18522",0.28,6.174,7.98473730134254,2.85686933630451e-08,3.41430725558344e-07,1.94369800801205e-07,"2903/2561/2904/2563/1139/3359/116443/2906/2898/2891/116444/2558/89832/2560",14
"MF","GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","14/840","52/18522",0.269230769230769,5.93653846153846,7.76956876731199,4.95161087154171e-08,5.84648030615768e-07,3.3282863182208e-07,"2903/2561/2904/2563/1139/3359/116443/2906/2898/2891/116444/2558/89832/2560",14
"MF","GO:0071813","lipoprotein particle binding","11/840","31/18522",0.354838709677419,7.8241935483871,8.28816043609915,5.75176487051818e-08,6.63144655659743e-07,3.77515217507695e-07,"1401/348/7057/948/3949/335/19/3329/7804/336/7436",11
"MF","GO:0071814","protein-lipid complex binding","11/840","31/18522",0.354838709677419,7.8241935483871,8.28816043609915,5.75176487051818e-08,6.63144655659743e-07,3.77515217507695e-07,"1401/348/7057/948/3949/335/19/3329/7804/336/7436",11
"MF","GO:0004857","enzyme inhibitor activity","43/840","389/18522",0.110539845758355,2.43740359897172,6.2448910157566,6.63495722869459e-08,7.56076521409384e-07,4.3041950198386e-07,"207/1029/1026/836/857/5054/7057/331/2597/4803/351/5265/3315/718/6622/5764/3827/183/12/10628/4057/54658/5577/6590/9353/720/866/197/345/710/336/2/5918/3700/28234/3933/334/727/721/3698/3699/3053/3697",43
"MF","GO:0097110","scaffold protein binding","16/840","70/18522",0.228571428571429,5.04,7.38099358604792,6.90924875462234e-08,7.78283193049413e-07,4.43061323647893e-07,"6714/5604/841/7431/3320/4067/6850/3852/4846/1147/11315/1832/8912/1742/6331/2898",16
"MF","GO:0001618","virus receptor activity","17/840","79/18522",0.215189873417722,4.74493670886076,7.27023435694966,7.0018230462798e-08,7.79748475608433e-07,4.43895480206734e-07,"1956/7852/3383/558/1803/7037/983/942/9076/3949/3685/3690/59272/1378/3416/10572/6541",17
"MF","GO:0001972","retinoic acid binding","9/840","20/18522",0.45,9.9225,8.70158530164599,8.31923363496756e-08,9.15497235666761e-07,5.21174580991819e-07,"5914/6256/54658/2171/54600/340665/54659/1592/56603",9
"MF","GO:0008201","heparin binding","26/840","174/18522",0.149425287356322,3.2948275862069,6.62882396587038,8.40762767449066e-08,9.15497235666761e-07,5.21174580991819e-07,"238/2260/7422/3576/2247/2335/5788/3627/348/7057/4353/351/2147/1991/7448/3075/6403/5764/3827/4057/9353/5792/11096/5802/334/3053",26
"MF","GO:0070330","aromatase activity","10/840","26/18522",0.384615384615385,8.48076923076923,8.3195567606936,9.55845162811395e-08,1.02937171379689e-06,5.86001083042267e-07,"1588/1576/1545/1543/1544/1571/1559/1557/1558/340665",10
"MF","GO:0001222","transcription corepressor binding","13/840","47/18522",0.276595744680851,6.09893617021277,7.62855789609869,1.0506405284108e-07,1.11916056287238e-06,6.37116109905864e-07,"1499/2099/6772/4088/3065/2023/51176/8841/10013/6095/10783/7704/10014",13
"MF","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","22/840","134/18522",0.164179104477612,3.62014925373134,6.63463978301476,1.53666676298911e-07,1.61928325562293e-06,9.2182612833529e-07,"3065/9734/23411/100/9759/3066/8841/847/10013/11315/51548/23410/443/22933/383/10014/51564/83933/23408/55869/2166/79885",22
"MF","GO:0019825","oxygen binding","11/840","34/18522",0.323529411764706,7.13382352941177,7.802466904535,1.71503438659171e-07,1.78801457325518e-06,1.0178815508327e-06,"213/1588/1576/1543/3043/1571/3039/3040/1557/3045/1592",11
"MF","GO:0015276","ligand-gated monoatomic ion channel activity","25/840","169/18522",0.14792899408284,3.26183431952663,6.43808602312841,1.81263524973854e-07,1.86987636288818e-06,1.06448385857222e-06,"1080/2185/55107/2903/2561/7442/2904/2902/2563/3710/1139/3783/2556/3359/116443/2906/2898/2891/116444/2558/5025/89832/3744/55879/2560",25
"MF","GO:1990841","promoter-specific chromatin binding","15/840","66/18522",0.227272727272727,5.01136363636364,7.11543369485758,1.91943019497104e-07,1.95941832403294e-06,1.11545833698975e-06,"7157/6772/10155/4088/3065/23411/1958/3066/23028/1386/3651/468/4204/8061/3297",15
"MF","GO:0022834","ligand-gated channel activity","25/840","171/18522",0.146198830409357,3.22368421052632,6.36718495795626,2.28357695321376e-07,2.30711898365926e-06,1.31339748801225e-06,"1080/2185/55107/2903/2561/7442/2904/2902/2563/3710/1139/3783/2556/3359/116443/2906/2898/2891/116444/2558/5025/89832/3744/55879/2560",25
"MF","GO:0140993","histone modifying activity","28/840","207/18522",0.135265700483092,2.98260869565217,6.25208514159985,2.31384269285452e-07,2.31384269285452e-06,1.31722516349398e-06,"1387/3717/1017/3065/5578/9734/23411/983/9759/3066/8841/23028/10013/5579/51548/5562/1386/5563/23410/10765/5585/22933/10014/51564/83933/55869/79885/7443",28
"MF","GO:0002039","p53 binding","15/840","67/18522",0.223880597014925,4.9365671641791,7.03564969778187,2.37051008987165e-07,2.34656554350931e-06,1.33585363916212e-06,"7157/672/4193/3091/7161/1387/2932/3065/23411/8312/23028/3329/7874/9891/9100",15
"MF","GO:0005319","lipid transporter activity","25/840","173/18522",0.144508670520231,3.1864161849711,6.29732127494995,2.86547507081544e-07,2.80816556939913e-06,1.59863346056019e-06,"6513/5243/348/4363/948/335/19/10257/1071/5950/10599/8647/2167/2169/8714/11309/2171/336/28234/337/6582/55937/51228/64241/64240",25
"MF","GO:0004714","transmembrane receptor protein tyrosine kinase activity","14/840","60/18522",0.233333333333333,5.145,7.00917579529997,3.46286934797636e-07,3.36001184259093e-06,1.91278869664145e-06,"5979/1956/2064/4233/238/2260/3480/3791/3643/4915/558/2322/6098/2047",14
"MF","GO:0035173","histone kinase activity","9/840","23/18522",0.391304347826087,8.62826086956522,7.97850449642708,3.5787472379505e-07,3.43840420901126e-06,1.95741592994197e-06,"3717/1017/5578/983/5579/5562/5563/5585/7443",9
"MF","GO:0005125","cytokine activity","30/840","238/18522",0.126050420168067,2.77941176470588,6.02192712591985,4.11635951719867e-07,3.91653623966476e-06,2.22960709669422e-06,"7124/3569/3458/7040/356/3586/7422/3553/3576/3558/3565/3552/2247/6347/3605/959/6696/1437/3627/1440/9370/1906/3146/3567/3562/650/2919/4282/2920/727",30
"MF","GO:0005539","glycosaminoglycan binding","30/840","239/18522",0.125523012552301,2.76778242677824,5.9952900501219,4.5081770069951e-07,4.24808987197615e-06,2.41835406245689e-06,"238/2260/7422/3576/2247/2335/5788/7097/3627/348/7057/4353/351/114548/2147/1991/7448/3075/6403/5764/3827/4057/9353/5792/11096/5802/334/3698/3053/3697",30
"MF","GO:0008391","arachidonic acid monooxygenase activity","8/840","18/18522",0.444444444444444,9.8,8.14127229684101,5.04980623793549e-07,4.71315248873979e-06,2.68310506877776e-06,"1543/1548/1571/1559/1557/1555/1558/29785",8
"MF","GO:0051087","protein-folding chaperone binding","21/840","133/18522",0.157894736842105,3.48157894736842,6.26009647165445,5.73952463665116e-07,5.30635296596051e-06,3.02080244034272e-06,"7157/7015/213/581/3309/1080/7037/6647/983/329/1191/1543/6622/5340/3329/1356/476/1571/1075/55869/2580",21
"MF","GO:0005516","calmodulin binding","27/840","205/18522",0.131707317073171,2.90414634146341,5.97525227966434,6.48814162416946e-07,5.94241008568792e-06,3.38289725608442e-06,"207/1956/2099/355/4843/1636/1612/4627/4846/7082/8877/135/7442/4133/779/8569/2902/2596/775/3783/6331/5130/815/2872/816/6546/6543",27
"MF","GO:0005507","copper ion binding","14/840","63/18522",0.222222222222222,4.9,6.75829216467185,6.57623535363246e-07,5.96732467274056e-06,3.3970806407653e-06,"7157/213/3552/6647/7299/6622/11315/1356/4017/540/5066/337/4504/5025",14
"MF","GO:0046943","carboxylic acid transmembrane transporter activity","25/840","181/18522",0.138121546961326,3.04558011049724,6.02768349564587,6.84092747234598e-07,6.15055864486153e-06,3.50139213939485e-06,"5243/4363/948/9429/2185/7351/6566/10257/2903/10599/8647/1244/2904/8714/11309/2902/28234/116443/6582/2906/2898/2891/6541/116444/6535",25
"MF","GO:0046982","protein heterodimerization activity","38/840","353/18522",0.107648725212465,2.37365439093484,5.67943959345062,7.49049602080017e-07,6.67280966642117e-06,3.79869938045459e-06,"7157/2064/596/3091/2065/581/5295/3605/598/7099/857/4170/7153/1649/7494/196/1147/5034/51085/4929/1386/3848/3858/476/54658/468/185/3297/336/624/134/54600/147/54659/22882/152/64241/64240",38
"MF","GO:0005342","organic acid transmembrane transporter activity","25/840","182/18522",0.137362637362637,3.02884615384615,5.99502930144698,7.59609569470713e-07,6.67280966642117e-06,3.79869938045459e-06,"5243/4363/948/9429/2185/7351/6566/10257/2903/10599/8647/1244/2904/8714/11309/2902/28234/116443/6582/2906/2898/2891/6541/116444/6535",25
"MF","GO:0019887","protein kinase regulator activity","29/840","232/18522",0.125,2.75625,5.86718311453307,7.62606819019563e-07,6.67280966642117e-06,3.79869938045459e-06,"5290/207/1029/1956/595/238/1026/7422/1019/5604/2065/1950/836/959/857/3627/894/898/9370/891/3315/650/6622/6789/4057/5577/9052/801/4504",29
"MF","GO:0051219","phosphoprotein binding","17/840","93/18522",0.182795698924731,4.03064516129032,6.38604310494016,8.32437603727277e-07,7.21937036860824e-06,4.10984564485754e-06,"5925/2475/6714/5594/5781/5295/5595/4067/5327/6850/6622/3932/29110/5777/7442/7534/7525",17
"MF","GO:0019209","kinase activator activity","21/840","137/18522",0.153284671532847,3.37992700729927,6.09394134334547,9.48381282989283e-07,8.15275138008331e-06,4.64120110788846e-06,"5290/1956/595/238/1026/7422/5604/2065/3558/1950/5295/959/894/9370/891/650/6789/4057/9052/801/4504",21
"MF","GO:0008559","ABC-type xenobiotic transporter activity","7/840","14/18522",0.5,11.025,8.17852187275342,9.98678455716127e-07,8.5104772747983e-06,4.84484742818808e-06,"5243/4363/9429/10257/8647/1244/8714",7
"MF","GO:0008395","steroid hydroxylase activity","9/840","26/18522",0.346153846153846,7.63269230769231,7.37638850067666,1.21002420331157e-06,1.02226182693563e-05,5.81953564206107e-06,"1588/1576/1545/1543/1544/1559/1557/1555/1558",9
"MF","GO:0009055","electron transfer activity","19/840","117/18522",0.162393162393162,3.58076923076923,6.10351980264232,1.26873902412768e-06,1.06270448174797e-05,6.0497677263848e-06,"1588/2936/4129/50507/231/9377/1544/653361/217/6715/128/1327/2110/7384/1340/1329/1346/1351/1349",19
"MF","GO:0008401","retinoic acid 4-hydroxylase activity","6/840","10/18522",0.6,13.23,8.43152150455534,1.53473419365469e-06,1.26389874771562e-05,7.1951271352232e-06,"1576/1558/340665/1592/29785/56603",6
"MF","GO:0032052","bile acid binding","6/840","10/18522",0.6,13.23,8.43152150455534,1.53473419365469e-06,1.26389874771562e-05,7.1951271352232e-06,"7421/9971/8644/5836/1646/5319",6
"MF","GO:0008066","glutamate receptor activity","9/840","27/18522",0.333333333333333,7.35,7.19671998741435,1.74220892085571e-06,1.41104524168479e-05,8.03280320185756e-06,"2185/2903/2904/2902/116443/2906/2898/2891/116444",9
"MF","GO:0008198","ferrous iron binding","9/840","27/18522",0.333333333333333,7.35,7.19671998741435,1.74220892085571e-06,1.41104524168479e-05,8.03280320185756e-06,"7018/54583/6622/79068/2495/2395/2512/2235/55662",9
"MF","GO:0019199","transmembrane receptor protein kinase activity","15/840","79/18522",0.189873417721519,4.18670886075949,6.18651850384342,2.22430422927045e-06,1.78673618416806e-05,1.01715378905379e-05,"5979/1956/2064/4233/238/2260/3480/3791/3643/4915/558/2322/6098/659/2047",15
"MF","GO:0005080","protein kinase C binding","12/840","52/18522",0.230769230769231,5.08846153846154,6.43478893623112,2.70259645455179e-06,2.15328823208191e-05,1.22582466488014e-05,"6714/7153/9734/3315/3685/3690/5579/1832/5585/5341/10014/51564",12
"MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","20/840","135/18522",0.148148148148148,3.26666666666667,5.76109809368863,2.94596620279343e-06,2.32826361188513e-05,1.32543470923643e-05,"2194/2539/3939/3156/10257/6716/231/8644/3290/3292/10327/128/6652/873/1646/126/2820/23171/125/6718",20
"MF","GO:0043394","proteoglycan binding","10/840","36/18522",0.277777777777778,6.125,6.70856777255424,3.02563326499839e-06,2.35288571219857e-05,1.33945158696589e-05,"2335/5788/348/1508/7057/1514/3075/9353/5792/5802",10
"MF","GO:0004129","cytochrome-c oxidase activity","7/840","16/18522",0.4375,9.646875,7.54169663684108,3.07315684858589e-06,2.35288571219857e-05,1.33945158696589e-05,"9377/1327/1340/1329/1346/1351/1349",7
"MF","GO:0008392","arachidonic acid epoxygenase activity","7/840","16/18522",0.4375,9.646875,7.54169663684108,3.07315684858589e-06,2.35288571219857e-05,1.33945158696589e-05,"1548/1571/1559/1557/1555/1558/29785",7
"MF","GO:0099507","ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","7/840","16/18522",0.4375,9.646875,7.54169663684108,3.07315684858589e-06,2.35288571219857e-05,1.33945158696589e-05,"2904/3359/2906/2898/116444/2558/2560",7
"MF","GO:0005248","voltage-gated sodium channel activity","8/840","22/18522",0.363636363636364,8.01818181818182,7.17887278157409,3.13795137587018e-06,2.38387003748278e-05,1.3570903543135e-05,"6329/6335/6331/6323/6330/6324/6334/6328",8
"MF","GO:0016725","oxidoreductase activity, acting on CH or CH2 groups","6/840","11/18522",0.545454545454545,12.0272727272727,7.97362273712816,3.24647691979575e-06,2.42866212320598e-05,1.38258960826979e-05,"1576/7498/1544/1559/1558/79001",6
"MF","GO:0034056","estrogen response element binding","6/840","11/18522",0.545454545454545,12.0272727272727,7.97362273712816,3.24647691979575e-06,2.42866212320598e-05,1.38258960826979e-05,"2099/367/2100/2101/2103/2104",6
"MF","GO:0050661","NADP binding","12/840","53/18522",0.226415094339623,4.99245283018868,6.34398582171373,3.35070826798602e-06,2.48764704744417e-05,1.41616856621419e-05,"4843/2597/2539/4846/3156/847/2936/5447/3290/3292/6715/1429",12
"MF","GO:0051059","NF-kappaB binding","9/840","29/18522",0.310344827586207,6.84310344827586,6.86349078888042,3.43025111460727e-06,2.52755345286852e-05,1.43888649841065e-05,"1029/50943/5970/4792/2932/3065/3066/8841/55662",9
"MF","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","19/840","125/18522",0.152,3.3516,5.74977856671629,3.51678833859314e-06,2.57197953120991e-05,1.46417739155881e-05,"2194/2539/3939/3156/10257/6716/231/8644/3290/3292/10327/128/6652/873/1646/126/23171/125/6718",19
"MF","GO:0004715","non-membrane spanning protein tyrosine kinase activity","11/840","45/18522",0.244444444444444,5.39,6.42630321955864,3.85096166593955e-06,2.79551291305242e-05,1.59143055200621e-05,"6714/3717/5747/695/5580/4067/6850/3718/2185/3932/7525",11
"MF","GO:0004602","glutathione peroxidase activity","8/840","23/18522",0.347826086956522,7.6695652173913,6.97579133514913,4.62065892364358e-06,3.30528886508811e-05,1.88163598119946e-05,"2950/2952/1356/9536/2938/241/2946/373156",8
"MF","GO:0120020","cholesterol transfer activity","8/840","23/18522",0.347826086956522,7.6695652173913,6.97579133514913,4.62065892364358e-06,3.30528886508811e-05,1.88163598119946e-05,"348/335/19/1071/336/337/64241/64240",8
"MF","GO:0016675","oxidoreductase activity, acting on a heme group of donors","7/840","17/18522",0.411764705882353,9.07941176470588,7.26383255184797,5.01985152921761e-06,3.53917589829731e-05,2.01478327185561e-05,"9377/1327/1340/1329/1346/1351/1349",7
"MF","GO:0046965","nuclear retinoid X receptor binding","7/840","17/18522",0.411764705882353,9.07941176470588,7.26383255184797,5.01985152921761e-06,3.53917589829731e-05,2.01478327185561e-05,"5468/5915/7376/7421/9971/4929/5916",7
"MF","GO:1901618","organic hydroxy compound transmembrane transporter activity","12/840","55/18522",0.218181818181818,4.81090909090909,6.16904480886338,5.06894245616223e-06,3.54825971931356e-05,2.019954512606e-05,"6566/10257/6530/6532/6531/5950/10599/8647/8714/360/11309/28234",12
"MF","GO:0030295","protein kinase activator activity","19/840","129/18522",0.147286821705426,3.24767441860465,5.58352079952382,5.65458761804512e-06,3.91068462628771e-05,2.22627588821964e-05,"5290/1956/595/238/1026/7422/5604/2065/1950/959/894/9370/891/650/6789/4057/9052/801/4504",19
"MF","GO:0015399","primary active transmembrane transporter activity","22/840","165/18522",0.133333333333333,2.94,5.45568156748626,5.66650221360056e-06,3.91068462628771e-05,2.22627588821964e-05,"5243/4363/1080/9429/19/10257/476/9377/8647/1244/540/8714/487/1327/7384/1340/64241/64240/1329/1346/1351/1349",22
"MF","GO:0015103","inorganic anion transmembrane transporter activity","21/840","153/18522",0.137254901960784,3.02647058823529,5.48591948069506,5.80558097071046e-06,3.97864989601137e-05,2.2649671803287e-05,"4363/1080/7351/55107/10257/6530/6532/1364/6531/2561/1244/8714/2563/2556/8542/57468/56923/2558/6535/55879/2560",21
"MF","GO:0031072","heat shock protein binding","19/840","130/18522",0.146153846153846,3.22269230769231,5.54297231291732,6.346059130761e-06,4.31884579732346e-05,2.45863401995857e-05,"3091/3791/581/3309/7037/983/3066/196/335/1543/6622/10013/1457/1571/7019/3297/336/55869/134",19
"MF","GO:0120015","sterol transfer activity","8/840","24/18522",0.333333333333333,7.35,6.78458244618462,6.65619080262958e-06,4.48850837977387e-05,2.55521959321176e-05,"348/335/19/1071/336/337/64241/64240",8
"MF","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","10/840","39/18522",0.256410256410256,5.65384615384615,6.34109500301976,6.68696146374474e-06,4.48850837977387e-05,2.55521959321176e-05,"2597/216/231/8644/223/217/128/8854/4967/7915",10
"MF","GO:0140359","ABC-type transporter activity","11/840","48/18522",0.229166666666667,5.053125,6.12824772394849,7.56882553320187e-06,5.04588368880125e-05,2.87252240071392e-05,"5243/4363/1080/9429/19/10257/8647/1244/8714/64241/64240",11
"MF","GO:0019838","growth factor binding","19/840","135/18522",0.140740740740741,3.10333333333333,5.34596014281989,1.10849259213792e-05,7.28413787301866e-05,4.14671651202995e-05,"1956/2064/2260/2065/3480/3791/3643/4915/1277/3486/7057/2322/948/3685/3690/659/2/6331/3483",19
"MF","GO:0008035","high-density lipoprotein particle binding","6/840","13/18522",0.461538461538462,10.1769230769231,7.21412155267213,1.11491906219673e-05,7.28413787301866e-05,4.14671651202995e-05,"948/335/19/3329/7804/336",6
"MF","GO:0035325","Toll-like receptor binding","6/840","13/18522",0.461538461538462,10.1769230769231,7.21412155267213,1.11491906219673e-05,7.28413787301866e-05,4.14671651202995e-05,"7097/6850/948/6279/6280/23643",6
"MF","GO:0004867","serine-type endopeptidase inhibitor activity","16/840","101/18522",0.158415841584158,3.49306930693069,5.47576250191017,1.19599705308978e-05,7.76210007965553e-05,4.41881100130766e-05,"5054/351/5265/183/12/6590/866/710/2/3700/28234/334/3698/3699/3053/3697",16
"MF","GO:0008514","organic anion transmembrane transporter activity","28/840","258/18522",0.108527131782946,2.39302325581395,4.9110735274233,1.81171669245357e-05,0.00011680804990819,6.6496526800581e-05,"6513/5243/4363/1080/948/9429/2185/7351/6566/10257/6514/2903/10599/8647/1244/2904/8714/11309/2902/28234/116443/6582/2906/2898/2891/6541/116444/6535",28
"MF","GO:0051287","NAD binding","11/840","53/18522",0.207547169811321,4.57641509433962,5.68290412337352,2.07545524446198e-05,0.000132937656181225,7.56787946037049e-05,"142/2597/23411/216/51548/23410/22933/217/23408/6652/23171",11
"MF","GO:0003684","damaged DNA binding","13/840","73/18522",0.178082191780822,3.92671232876712,5.46086219757667,2.1637254366729e-05,0.000137691618697367,7.83851320189091e-05,"672/1387/142/5111/3146/7515/51548/5423/2237/4350/10038/252969/79661",13
"MF","GO:0015108","chloride transmembrane transporter activity","17/840","120/18522",0.141666666666667,3.12375,5.0870694585271,2.91270717959871e-05,0.000184158260387531,0.000104837677771634,"1080/7351/55107/6530/6532/1364/6531/2561/2563/2556/8542/57468/56923/2558/6535/55879/2560",17
"MF","GO:0042910","xenobiotic transmembrane transporter activity","9/840","37/18522",0.243243243243243,5.36351351351351,5.79073413029252,3.07355799443756e-05,0.000193082489394154,0.000109918065927929,"6513/5243/4363/9429/10257/8647/1244/8714/6582",9
"MF","GO:0051721","protein phosphatase 2A binding","8/840","29/18522",0.275862068965517,6.08275862068966,5.97036613916184,3.17418366083979e-05,0.000198133757173439,0.000112793653385524,"7157/596/6772/6198/8877/6531/5770/116443",8
