"variable","relative_importance","scaled_importance","percentage"
"OTU1144_g__Candidatus_Fukatsuia",0.804248750209808,0.804248750209808,0.00563582259527114
"OTU913_g__Lacimicrobium",0.803619861602783,0.803619861602783,0.00563141561966757
"OTU1970_g__Kyrpidia",0.80335795879364,0.80335795879364,0.00562958031961998
"OTU759_g__Steroidobacter",0.801834762096405,0.801834762096405,0.00561890642505554
"OTU15_g__Flexistipes",0.797112166881561,0.797112166881561,0.00558581254854881
"OTU1253_g__Klebsiella",0.795632183551788,0.795632183551788,0.00557544147431539
"OTU1663_g__Amycolatopsis",0.792751610279083,0.792751610279083,0.0055552556798912
"OTU1670_g__Auraticoccus",0.791378259658813,0.791378259658813,0.00554563184092978
"OTU250_g__Desulforapulum",0.789180994033813,0.789180994033813,0.00553023436688464
"OTU233_g__Desulfomarina",0.788592040538788,0.788592040538788,0.00552610723903525
"OTU1977_g__Novibacillus",0.788432717323303,0.788432717323303,0.00552499077180102
"OTU632_g__Methylibium",0.785826563835144,0.785826563835144,0.00550672799089962
"OTU630_g__Roseateles",0.785771012306213,0.785771012306213,0.00550633871014305
"OTU237_g__Desulfobulbus",0.784532070159912,0.784532070159912,0.0054976567468319
"OTU953_g__Vibrio",0.775053441524506,0.775053441524506,0.00543123467353471
"OTU890_g__Thalassotalea",0.774432182312012,0.774432182312012,0.00542688116138268
"OTU1681_g__Arachnia",0.773127198219299,0.773127198219299,0.00541773640506909
"OTU621_g__Aquella",0.771999835968018,0.771999835968018,0.0054098363447368
"OTU810_g__Dichelobacter",0.77095502614975,0.77095502614975,0.00540251477565756
"OTU1170_g__Xenorhabdus",0.770886898040771,0.770886898040771,0.00540203736374258
"OTU216_g__Ruficoccus",0.765629649162292,0.765629649162292,0.00536519686879551
"OTU1662_g__Saccharothrix",0.762497305870056,0.762497305870056,0.00534324678047031
"OTU228_g__Candidatus_Desulfofervidus",0.762161076068878,0.762161076068878,0.00534089062945337
"OTU628_g__Schlegelella",0.761582255363464,0.761582255363464,0.00533683450775056
"OTU624_g__Inhella",0.757919669151306,0.757919669151306,0.00531116870954295
"OTU227_g__Akkermansia",0.757466912269592,0.757466912269592,0.00530799598784029
"OTU611_g__Conchiformibius",0.75567090511322,0.75567090511322,0.00529541035719988
"OTU330_g__Caulobacter",0.750351846218109,0.750351846218109,0.00525813672475865
"OTU915_g__Saliniradius",0.750171840190887,0.750171840190887,0.00525687532144874
"OTU860_g__Spiribacter",0.748359680175781,0.748359680175781,0.00524417649865701
"OTU1114_g__Pectobacterium",0.748232901096344,0.748232901096344,0.00524328808645828
"OTU234_g__Desulfolithobacter",0.745779812335968,0.745779812335968,0.00522609791605351
"OTU73_g__Fimbriimonas",0.742297470569611,0.742297470569611,0.00520169519188866
"OTU480_g__Sphingomonas",0.740466892719269,0.740466892719269,0.00518886730498344
"OTU919_g__Zobellella",0.740374088287354,0.740374088287354,0.00518821697221737
"OTU918_g__Succinivibrio",0.739976704120636,0.739976704120636,0.00518543227822163
"OTU914_g__Saccharobesus",0.731451034545898,0.731451034545898,0.00512568812416906
"OTU1971_g__Alicyclobacillus",0.729645848274231,0.729645848274231,0.00511303817031351
"OTU146_g__Sphaerochaeta",0.729199886322021,0.729199886322021,0.00510991306449739
"OTU1959_g__Longicatena",0.723954141139984,0.723954141139984,0.00507315318241085
"OTU218_g__Ereboglobus",0.723129332065582,0.723129332065582,0.00506737328207891
"OTU1966_g__Sporolactobacillus",0.722693383693695,0.722693383693695,0.00506431834704294
"OTU1819_g__Actinotalea",0.722609639167786,0.722609639167786,0.00506373150212558
"OTU1240_g__Candidatus_Gullanella",0.716656863689423,0.716656863689423,0.00502201706174033
"OTU625_g__Caldimonas",0.70799720287323,0.70799720287323,0.00496133395581999
"OTU1198_g__Pluralibacter",0.699854910373688,0.699854910373688,0.00490427634020759
"OTU214_g__Candidatus_Rhabdochlamydia",0.692438423633575,0.692438423633575,0.00485230485310668
"OTU37_g__Nitrospira",0.690374851226807,0.690374851226807,0.00483784424251324
"OTU215_g__Coraliomargarita",0.677047729492188,0.677047729492188,0.00474445361706023
"OTU1387_g__Flavobacterium",0.67323911190033,0.67323911190033,0.00471776449497538
"OTU570_g__Acidocella",0.626056671142578,0.626056671142578,0.00438713063865517
